station_id,station_type,longitude,latitude,plugs,plug_type,plug_power_kw,cost_per_kwh
s116,station,-97.83022,30.21335,10,DC,50,
s117,station,-97.92524,30.19296,10,DC,50,
s118,station,-97.68567,30.50015,10,DC,50,
s119,station,-97.7019,30.51326,10,DC,50,
s120,station,-97.69571,30.48846,10,DC,50,
s121,station,-97.65105,30.51804,10,DC,50,
s122,station,-97.74668,30.41419,10,DC,50,
s123,station,-97.74571,30.41654,10,DC,50,
s124,station,-97.68909,30.21817,10,DC,50,
s125,station,-97.76358,30.34271,10,DC,50,
s126,station,-97.75321,30.35387,10,DC,50,
s127,station,-97.69897,30.51189,10,DC,50,
s128,station,-97.82583,30.17429,10,DC,50,
s129,station,-97.82347,30.17326,10,DC,50,
s130,station,-97.95285,30.16152,10,DC,50,
s131,station,-97.92661,30.41241,10,DC,50,
s132,station,-97.82992,30.29584,10,DC,50,
s133,station,-97.83761,30.29963,10,DC,50,
s134,station,-97.83978,30.30353,10,DC,50,
s135,station,-97.76931,30.19062,10,DC,50,
s136,station,-97.83251,30.44378,10,DC,50,
s137,station,-97.69489,30.45029,10,DC,50,
s138,station,-97.84043,30.17949,10,DC,50,
s139,station,-97.82298,30.17594,10,DC,50,
s140,station,-97.79959,30.17192,10,DC,50,
s141,station,-97.789,30.16663,10,DC,50,
s142,station,-97.70288,30.22518,10,DC,50,
s143,station,-97.70345,30.22464,10,DC,50,
s144,station,-97.7036,30.22532,10,DC,50,
s145,station,-97.7592,30.25917,10,DC,50,
s146,station,-97.76296,30.25416,10,DC,50,
s147,station,-97.86376,30.31787,10,DC,50,
s148,station,-97.72013,30.23189,10,DC,50,
s149,station,-97.72839,30.24134,10,DC,50,
s150,station,-97.65992,30.32905,10,DC,50,
s151,station,-97.70454,30.31306,10,DC,50,
s152,station,-97.70501,30.31281,10,DC,50,
s153,station,-97.86458,30.22927,10,DC,50,
s154,station,-97.61642,30.49713,10,DC,50,
s155,station,-97.75176,30.24281,10,DC,50,
s156,station,-97.75169,30.24309,10,DC,50,
s157,station,-97.71908,30.31406,10,DC,50,
s158,station,-97.76414,30.30325,10,DC,50,
s159,station,-97.72436,30.30667,10,DC,50,
s160,station,-97.7672,30.18939,10,DC,50,
s161,station,-97.46765,30.46478,10,DC,50,
s162,station,-97.81765,30.52684,10,DC,50,
s163,station,-97.72212,30.23404,10,DC,50,
s164,station,-97.74405,30.15749,10,DC,50,
s165,station,-97.64096,30.47268,10,DC,50,
s166,station,-97.72087,30.27965,10,DC,50,
s167,station,-97.78216,30.24399,10,DC,50,
s168,station,-97.7883,30.2293,10,DC,50,
s169,station,-97.639,30.52475,10,DC,50,
s170,station,-97.79694,30.14008,10,DC,50,
s171,station,-97.705,30.39816,10,DC,50,
s172,station,-97.7197,30.39022,10,DC,50,
s173,station,-97.64362,30.13017,10,DC,50,
s174,station,-97.88803,30.24623,10,DC,50,
s175,station,-97.86064,30.49027,10,DC,50,
s176,station,-97.832,30.48173,10,DC,50,
s177,station,-97.83323,30.4813,10,DC,50,
s178,station,-97.83222,30.48087,10,DC,50,
s179,station,-97.89225,30.36954,10,DC,50,
s180,station,-97.72633,30.25786,10,DC,50,
s181,station,-97.77052,30.22451,10,DC,50,
s182,station,-97.74534,30.15889,10,DC,50,
s183,station,-97.79363,30.47594,10,DC,50,
s184,station,-97.91221,30.51197,10,DC,50,
s185,station,-97.75091,30.27459,10,DC,50,
s186,station,-97.67543,30.49338,10,DC,50,
