sim_time,requests
19020,1
19080,2
19140,1
19260,1
19320,3
19380,2
19440,1
19500,4
19560,4
19620,1
19680,2
19740,3
19800,3
19860,1
19920,4
19980,2
20040,5
20100,3
20160,4
20280,5
20340,4
20400,3
20460,2
20520,4
20640,4
20700,2
20760,2
20820,5
20880,3
20940,2
21060,4
21120,3
21180,5
21240,2
21300,2
21360,1
21420,2
21480,4
21600,3
21660,1
21720,2
21840,4
21900,1
21960,4
22020,4
22080,2
22140,7
22200,6
22260,4
22320,5
22380,5
22440,5
22500,4
22560,5
22620,7
22680,5
22740,4
22800,5
22860,1
22920,7
22980,4
23040,4
23100,2
23160,3
23220,3
23280,3
23340,2
23400,8
23460,4
23520,2
23580,7
23640,9
23700,4
23760,6
23820,4
23880,2
23940,4
24000,7
24060,4
24120,5
24180,9
24240,9
24300,6
24360,10
24420,12
24480,8
24540,6
24600,9
24660,7
24720,6
24780,10
24840,12
24900,7
24960,7
25020,8
25080,6
25140,6
25200,7
25260,11
25320,10
25380,5
25440,7
25500,7
25560,2
25620,4
25680,4
25740,11
25800,6
25860,9
25920,6
25980,5
26040,3
26100,6
26160,7
26220,6
26280,8
26340,8
26400,8
26460,10
26520,7
26580,14
26640,7
26700,9
26760,2
26820,10
26880,10
26940,7
27000,7
27060,12
27120,8
27180,8
27240,7
27300,9
27360,5
27420,8
27480,8
27540,5
27600,13
27660,8
27720,9
27780,6
27840,9
27900,11
27960,11
28020,11
28080,13
28140,5
28200,15
28260,9
28320,5
28380,12
28440,9
28500,6
28560,12
28620,12
28680,7
28740,7
28800,11
28860,11
28920,11
28980,5
29040,2
29100,4
29160,12
29220,13
29280,12
29340,5
29400,15
29460,9
29520,11
29580,12
29640,10
29700,8
29760,11
29820,12
29880,9
29940,5
30000,13
30060,7
30120,7
30180,15
30240,6
30300,10
30360,13
30420,16
30480,8
30540,6
30600,9
30660,8
30720,13
30780,12
30840,17
30900,11
30960,7
31020,11
31080,16
31140,13
31200,16
31260,8
31320,16
31380,11
31440,13
31500,9
31560,15
31620,10
31680,11
31740,13
31800,11
31860,11
31920,8
31980,7
32040,23
32100,12
32160,8
32220,11
32280,8
32340,12
32400,17
32460,16
32520,18
32580,6
32640,7
32700,10
32760,10
32820,8
32880,14
32940,11
33000,8
33060,9
33120,8
33180,17
33240,16
33300,14
33360,9
33420,12
33480,14
33540,13
33600,11
33660,14
33720,10
33780,9
33840,10
33900,8
33960,13
34020,10
34080,12
34140,10
34200,10
34260,9
34320,10
34380,8
34440,9
34500,11
34560,11
34620,14
34680,9
34740,14
34800,8
34860,6
34920,9
34980,8
35040,9
35100,11
35160,8
35220,14
35280,10
35340,13
35400,13
35460,12
35520,10
35580,9
35640,12
35700,8
35760,6
35820,4
35880,8
35940,9
36000,7
36060,10
36120,13
36180,10
36240,10
36300,9
36360,14
36420,6
36480,9
36540,9
36600,9
36660,13
36720,9
36780,12
36840,12
36900,10
36960,14
37020,11
37080,10
37140,12
37200,8
37260,8
37320,7
37380,10
37440,10
37500,17
37560,12
37620,10
37680,8
37740,14
37800,16
37860,7
37920,12
37980,12
38040,4
38100,8
38160,9
38220,10
38280,9
38340,8
38400,10
38460,10
38520,13
38580,10
38640,10
38700,10
38760,11
38820,13
38880,12
38940,8
39000,14
39060,15
39120,16
39180,9
39240,9
39300,16
39360,15
39420,5
39480,10
39540,14
39600,11
39660,12
39720,10
39780,14
39840,9
39900,9
39960,13
40020,11
40080,15
40140,11
40200,11
40260,6
40320,5
40380,9
40440,10
40500,12
40560,16
40620,16
40680,8
40740,11
40800,13
40860,7
40920,7
40980,17
41040,10
41100,16
41160,8
41220,15
41280,14
41340,11
41400,7
41460,13
41520,14
41580,12
41640,12
41700,11
41760,13
41820,6
41880,11
41940,7
42000,11
42060,14
42120,16
42180,14
42240,11
42300,12
42360,17
42420,15
42480,13
42540,10
42600,15
42660,11
42720,19
42780,15
42840,9
42900,10
42960,7
43020,6
43080,5
43140,15
43200,9
43260,7
43320,8
43380,9
43440,6
43500,17
43560,15
43620,8
43680,9
43740,16
43800,17
43860,12
43920,6
43980,7
44040,13
44100,11
44160,11
44220,13
44280,8
44340,17
44400,14
44460,12
44520,15
44580,16
44640,9
44700,8
44760,6
44820,17
44880,18
44940,6
45000,13
45060,11
45120,15
45180,10
45240,8
45300,10
45360,13
45420,12
45480,13
45540,16
45600,10
45660,7
45720,17
45780,14
45840,6
45900,11
45960,10
46020,11
46080,12
46140,10
46200,14
46260,9
46320,10
46380,7
46440,10
46500,11
46560,10
46620,2
46680,13
46740,12
46800,13
46860,11
46920,6
46980,10
47040,11
47100,8
47160,13
47220,15
47280,14
47340,8
47400,11
47460,10
47520,16
47580,10
47640,9
47700,11
47760,13
47820,15
47880,10
47940,7
48000,14
48060,11
48120,7
48180,13
48240,10
48300,12
48360,13
48420,11
48480,17
48540,13
48600,9
48660,7
48720,14
48780,10
48840,12
48900,6
48960,17
49020,5
49080,11
49140,13
49200,9
49260,10
49320,13
49380,18
49440,12
49500,12
49560,12
49620,10
49680,13
49740,11
49800,12
49860,13
49920,7
49980,12
50040,18
50100,9
50160,16
50220,12
50280,9
50340,16
50400,17
50460,12
50520,11
50580,17
50640,17
50700,8
50760,15
50820,9
50880,17
50940,14
51000,13
51060,12
51120,11
51180,11
51240,10
51300,11
51360,17
51420,11
51480,12
51540,10
51600,9
51660,14
51720,16
51780,7
51840,20
51900,17
51960,13
52020,13
52080,8
52140,12
52200,14
52260,11
52320,18
52380,18
52440,15
52500,12
52560,13
52620,14
52680,9
52740,16
52800,9
52860,16
52920,12
52980,12
53040,11
53100,12
53160,11
53220,9
53280,15
53340,16
53400,17
53460,12
53520,9
53580,14
53640,14
53700,17
53760,4
53820,12
53880,4
53940,10
54000,15
54060,11
54120,9
54180,12
54240,18
54300,12
54360,16
54420,16
54480,4
54540,17
54600,9
54660,13
54720,16
54780,16
54840,12
54900,20
54960,5
55020,9
55080,8
55140,8
55200,14
55260,5
55320,12
55380,8
55440,11
55500,10
55560,11
55620,12
55680,8
55740,9
55800,15
55860,10
55920,16
55980,12
56040,16
56100,15
56160,8
56220,13
56280,19
56340,5
56400,12
56460,17
56520,11
56580,12
56640,12
56700,10
56760,11
56820,17
56880,13
56940,19
57000,11
57060,9
57120,15
57180,8
57240,13
57300,4
57360,11
57420,11
57480,11
57540,6
57600,9
57660,15
57720,15
57780,11
57840,11
57900,11
57960,10
58020,11
58080,10
58140,11
58200,13
58260,9
58320,11
58380,10
58440,10
58500,8
58560,6
58620,10
58680,9
58740,8
58800,4
58860,16
58920,9
58980,5
59040,7
59100,6
59160,3
59220,14
59280,5
59340,11
59400,13
59460,15
59520,9
59580,3
59640,8
59700,14
59760,8
59820,6
59880,8
59940,11
60000,4
60060,6
60120,5
60180,12
60240,8
60300,7
60360,10
60420,10
60480,9
60540,11
60600,11
60660,8
60720,9
60780,6
60840,9
60900,6
60960,11
61020,9
61080,7
61140,3
61200,6
61260,12
61320,12
61380,11
61440,12
61500,11
61560,20
61620,16
61680,10
61740,14
61800,11
61860,11
61920,9
61980,10
62040,13
62100,10
62160,16
62220,7
62280,11
62340,16
62400,16
62460,11
62520,12
62580,3
62640,15
62700,12
62760,11
62820,11
62880,13
62940,16
63000,17
63060,8
63120,12
63180,7
63240,8
63300,12
63360,16
63420,12
63480,8
63540,18
63600,7
63660,6
63720,14
63780,17
63840,10
63900,15
63905,1
63960,13
64020,13
64080,15
64140,15
64200,10
64260,13
64320,14
64380,19
64440,5
64500,11
64560,12
64620,13
64680,10
64740,18
64800,5
64860,17
64920,14
64980,15
65040,12
65100,10
65160,15
65220,19
65280,11
65340,15
65400,15
65460,10
65520,9
65580,18
65640,10
65700,13
65760,10
65820,22
65880,9
65940,8
66000,14
66060,11
66120,18
66180,10
66240,11
66300,8
66360,14
66420,10
66480,16
66540,14
66600,15
66660,14
66720,16
66780,16
66840,17
66900,7
66960,23
67020,15
67080,16
67140,9
67200,14
67260,11
67320,16
67380,20
67440,13
67500,14
67560,13
67620,21
67680,13
67740,19
67800,12
67860,16
67920,15
67980,11
68040,21
68100,13
68160,10
68220,17
68280,17
68340,18
68400,18
68460,17
68520,9
68580,9
68640,17
68700,19
68760,19
68820,13
68880,13
68940,17
69000,8
69060,18
69120,8
69180,23
69240,17
69300,8
69360,12
69420,14
69480,10
69540,17
69600,16
69660,16
69720,19
69780,14
69840,12
69900,19
69960,13
70020,13
70080,11
70140,10
70200,11
70260,14
70320,16
70380,11
70440,10
70500,17
70560,10
70620,13
70680,19
70740,13
70800,16
70860,12
70920,11
70980,17
71040,13
71100,18
71160,21
71220,13
71280,14
71340,12
71400,17
71460,14
71520,23
71580,20
71640,13
71700,16
71760,10
71820,21
71880,10
71940,12
72000,13
72060,13
72120,22
72180,14
72240,10
72300,17
72360,17
72420,21
72480,19
72540,22
72600,14
72660,12
72720,12
72780,11
72840,18
72900,13
72960,15
73020,24
73080,13
73122,1
73140,14
73200,6
73260,12
73320,18
73380,18
73440,19
73500,21
73560,28
73620,29
73680,27
73740,24
73800,30
73860,25
73920,21
73980,26
74040,25
74100,35
74160,29
74220,36
74280,28
74340,52
74400,26
74460,33
74520,34
74580,34
74640,34
74700,35
74760,40
74820,28
74880,20
74940,39
75000,39
75060,31
75120,44
75180,43
75240,52
75300,51
75360,59
75420,62
75480,70
75540,78
75600,78
75660,76
75720,86
75780,91
75840,60
75900,68
75960,77
76020,75
76080,77
76140,63
76200,102
76260,82
76320,87
76380,81
76440,81
76500,87
76560,72
76620,73
76680,90
76740,61
76800,63
76860,75
76920,74
76980,82
77040,86
77100,93
77160,81
77220,74
77280,66
77340,72
77400,55
77460,64
77520,58
77580,47
77640,25
77700,24
77760,22
77820,16
77880,8
77940,18
78000,11
78060,12
78120,26
78180,17
78240,9
78300,18
78360,18
78420,21
78480,21
78540,20
78600,19
78660,32
78720,16
78780,22
78840,23
78900,20
78960,22
78974,1
79020,38
79080,39
79140,30
79200,28
79260,19
79320,23
79380,17
79440,18
79500,7
79560,21
79620,16
79680,14
79740,15
79800,17
79860,16
79920,12
79980,10
80040,16
80100,12
80160,18
80220,14
80280,17
80340,11
80400,12
80460,16
80520,24
80580,20
80640,17
80700,22
80760,15
80778,1
80820,25
80880,25
80940,35
81000,28
81060,46
81120,26
81180,34
81240,27
81300,40
81360,37
81420,35
81480,37
81523,1
81540,32
81600,51
81660,36
81720,34
81780,30
81840,21
81900,34
81960,30
82020,36
82080,27
82140,42
82200,41
82260,32
82320,35
82342,1
82380,48
82440,57
82500,38
82560,50
82620,56
82680,50
82740,36
82800,55
82860,43
82920,50
82980,48
83040,44
83100,55
83160,47
83220,44
83280,48
83340,31
83400,38
83460,24
83520,31
83580,25
83640,22
83700,18
83760,23
83820,19
83880,23
83940,20
84000,23
84060,23
84120,27
84180,23
84240,29
84300,27
84360,34
84420,44
84480,36
84540,26
84600,32
84660,46
84720,49
84780,50
84840,53
84900,48
84960,69
85020,66
85080,57
85140,67
85200,69
85260,68
85320,62
85380,58
85440,58
85500,52
85560,50
85620,48
85680,39
85740,47
85800,42
85860,48
85920,44
85980,39
86040,42
86100,32
86160,34
86220,22
86280,36
86340,37
